review,rating,date,bank,source,sentiment_label,sentiment_score,processed_text,theme
Excellent app,5,2024-08-21,Bank of Abyssinia,Google Play,POSITIVE,1.0,excellent app,UI/UX
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Bank of Abyssinia,Google Play,NEUTRAL,-0.0249999999999999,application used work well update able use forgot password feature blocking accessing whole,UI/UX
ትርሃስ,5,2024-08-19,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ትርሃስ,Other
Gio,4,2024-08-19,Bank of Abyssinia,Google Play,NEUTRAL,0.0,gio,Other
App isn't working,1,2024-08-18,Bank of Abyssinia,Google Play,NEUTRAL,0.0,app working,UI/UX
so far good but always it lugs,3,2024-08-17,Bank of Abyssinia,Google Play,POSITIVE,0.3999999999999999,far good always lug,Other
Don't trust this bank and its service.,1,2024-08-16,Bank of Abyssinia,Google Play,NEUTRAL,0.0,trust bank service,Customer Support
"I can not open and use the application,please help me!",5,2024-08-15,Bank of Abyssinia,Google Play,NEUTRAL,0.0,open use application please help,Login & Access
Horrible,1,2024-08-14,Bank of Abyssinia,Google Play,NEGATIVE,-1.0,horrible,Other
Mostly not working 😑,1,2024-08-14,Bank of Abyssinia,Google Play,NEGATIVE,-0.25,mostly working,Other
Awesome 👌,5,2024-08-12,Bank of Abyssinia,Google Play,POSITIVE,1.0,awesome,Other
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,despite enhanced technology application work properly asks developer option turned fix,Features
Very poor app b/c highly slow to open the app,1,2024-08-12,Bank of Abyssinia,Google Play,NEGATIVE,-0.2733333333333334,poor app highly slow open app,UI/UX
Wedi Tekle .,5,2024-08-11,Bank of Abyssinia,Google Play,NEUTRAL,0.0,wedi tekle,Other
Bad app📱👎👎👎,1,2024-08-11,Bank of Abyssinia,Google Play,NEGATIVE,-0.6999999999999998,bad,Other
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Bank of Abyssinia,Google Play,NEUTRAL,0.0,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,Other
Nice appp,5,2024-08-11,Bank of Abyssinia,Google Play,POSITIVE,0.6,nice appp,Other
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን ከዘመን አንጉደል,Other
Gooood app my dear,5,2024-08-10,Bank of Abyssinia,Google Play,NEUTRAL,0.0,gooood app dear,UI/UX
Harun tamam galanaa,3,2024-08-09,Bank of Abyssinia,Google Play,NEUTRAL,0.0,harun tamam galanaa,Other
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia,Google Play,NEUTRAL,0.0,total disaster app always offline never work embarassing lost hope taken business competitor,UI/UX
Gamebela,1,2024-08-08,Bank of Abyssinia,Google Play,NEUTRAL,0.0,gamebela,Other
so poor app to use can't start up when open the app,1,2024-08-08,Bank of Abyssinia,Google Play,NEGATIVE,-0.2,poor app use ca start open app,UI/UX
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia,Google Play,NEGATIVE,-0.10625,app take long time opened even working simply bank application app give digital invoice even able find screeshot kept transaction please developer fix,UI/UX
Good job,5,2024-08-07,Bank of Abyssinia,Google Play,POSITIVE,0.7,good job,Other
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Bank of Abyssinia,Google Play,NEUTRAL,-0.0041666666666666,worst app ever user friendly even serve basic functionality correctly take much time login navigate app expected bank,UI/UX
Bad app .,1,2024-08-06,Bank of Abyssinia,Google Play,NEGATIVE,-0.6999999999999998,bad app,UI/UX
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Bank of Abyssinia,Google Play,NEUTRAL,-0.015625,mean could big financial company like much irresponsible release app ashamed,UI/UX
Review,5,2024-08-06,Bank of Abyssinia,Google Play,NEUTRAL,0.0,review,Other
Goood,4,2024-08-06,Bank of Abyssinia,Google Play,NEUTRAL,0.0,goood,Other
👎👎👎👎👎👎👎👎👎,1,2024-08-06,Bank of Abyssinia,Google Play,NEUTRAL,0.0,,Other
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Bank of Abyssinia,Google Play,NEUTRAL,0.0,necessary switch developer option every time use mobile banking,Features
The previous version is better it doesn't work,1,2024-08-04,Bank of Abyssinia,Google Play,POSITIVE,0.1666666666666666,previous version better work,Other
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Bank of Abyssinia,Google Play,NEGATIVE,-0.2044444444444444,know wrong boa bank general going backwards since last year app disaster use every possible way stable log slow perform transaction could take screenshot ca even find picture even using save screenshot option time fails perform transaction simply worst,UI/UX
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Bank of Abyssinia,Google Play,POSITIVE,0.5,take note cbe mobile banking app best banking app currently take note improve ur app sometimes u learn best,UI/UX
It's a useless app,1,2024-08-02,Bank of Abyssinia,Google Play,NEGATIVE,-0.5,useless app,UI/UX
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Bank of Abyssinia,Google Play,POSITIVE,0.6,working much need improve best anymore,Other
Poor network,1,2024-08-01,Bank of Abyssinia,Google Play,NEGATIVE,-0.4,poor network,Other
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,Bank of Abyssinia,Google Play,NEGATIVE,-0.2921875,yet completely working app know working properly sad,UI/UX
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia,Google Play,NEUTRAL,-0.1,app open sometimes say coonection issue dont open bug using smooth work please improve,UI/UX
"It's not working totally, what a useless app is it,",1,2024-07-31,Bank of Abyssinia,Google Play,NEGATIVE,-0.25,working totally useless app,UI/UX
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,Bank of Abyssinia,Google Play,NEUTRAL,0.0666666666666666,app become troubling every day work love bank hate app,UI/UX
this is so disappointing app 😞,1,2024-07-31,Bank of Abyssinia,Google Play,NEGATIVE,-0.6,disappointing app,UI/UX
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,Bank of Abyssinia,Google Play,NEUTRAL,0.0,አቢስኒያ የሁሉም ምርጫ,Other
Nays,5,2024-07-28,Bank of Abyssinia,Google Play,NEUTRAL,0.0,nay,Other
The worst app,1,2024-07-28,Bank of Abyssinia,Google Play,NEGATIVE,-1.0,worst app,UI/UX
it can't even open and only display error messages,1,2024-07-27,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ca even open display error message,Login & Access
not active,1,2024-07-27,Bank of Abyssinia,Google Play,NEUTRAL,0.0666666666666666,active,Other
To get good quality,5,2024-07-27,Bank of Abyssinia,Google Play,POSITIVE,0.7,get good quality,Other
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,Bank of Abyssinia,Google Play,NEUTRAL,0.0,አይሰራም እኮ ምንድን ነው ችግሩ,Other
uselss app dont download,1,2024-07-26,Bank of Abyssinia,Google Play,NEUTRAL,0.0,uselss app dont download,UI/UX
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,Bank of Abyssinia,Google Play,NEGATIVE,-0.3333333333333333,app fake try working say please try later unable make transaction purpose app working delete,UI/UX
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,Bank of Abyssinia,Google Play,POSITIVE,0.1363636363636363,app work new version new app still compatible samsung,UI/UX
Corrupted and poor app,1,2024-07-24,Bank of Abyssinia,Google Play,NEGATIVE,-0.4,corrupted poor app,UI/UX
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,Bank of Abyssinia,Google Play,NEUTRAL,0.0,try use application say setting setting play still work,Other
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,Bank of Abyssinia,Google Play,POSITIVE,1.0,fix apollo guy best,Other
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,Bank of Abyssinia,Google Play,NEGATIVE,-0.3,always slow work weekend rush merchant app,UI/UX
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,Bank of Abyssinia,Google Play,NEGATIVE,-0.65,difficult use user app one dawenload user ca operate well one help,UI/UX
Poor application. It turned off by itself,1,2024-07-23,Bank of Abyssinia,Google Play,NEGATIVE,-0.4,poor application turned,Other
Allowed,5,2024-07-23,Bank of Abyssinia,Google Play,NEUTRAL,0.0,allowed,Other
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,Bank of Abyssinia,Google Play,NEUTRAL,0.0833333333333333,usually crash reason give problem internet connection although internet fine,Customer Support
we want international mobile banking,1,2024-07-22,Bank of Abyssinia,Google Play,NEUTRAL,0.0,want international mobile banking,Other
"screenshot isn't working, Please modify it",2,2024-07-22,Bank of Abyssinia,Google Play,NEUTRAL,0.0,screenshot working please modify,Other
Naziriet measho 89160437,1,2024-07-22,Bank of Abyssinia,Google Play,NEUTRAL,0.0,naziriet measho,Other
Ahmed Mohammed husen,3,2024-07-21,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ahmed mohammed husen,Other
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Bank of Abyssinia,Google Play,POSITIVE,0.5,working one apollo u make better pls gonne stop using bank mobile banking,Other
I have experiance,5,2024-07-19,Bank of Abyssinia,Google Play,NEUTRAL,0.0,experiance,Other
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,Bank of Abyssinia,Google Play,NEUTRAL,0.1,app working android show error notification forcefully close app must fixed asap,UI/UX
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,Bank of Abyssinia,Google Play,POSITIVE,0.1391666666666666,crash frequently stable overall need improvement huge bank need better app current one,UI/UX
ርይርፍ,3,2024-07-19,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ርይርፍ,Other
The previous application is much better than this one,1,2024-07-18,Bank of Abyssinia,Google Play,POSITIVE,0.1666666666666666,previous application much better one,Other
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,Bank of Abyssinia,Google Play,POSITIVE,0.1599999999999999,worst app wise invest money make like cbe app even incon image app better ui please invest hire professional developer company improve,UI/UX
mal,5,2024-07-16,Bank of Abyssinia,Google Play,NEUTRAL,0.0,mal,Other
It is not working at all,1,2024-07-16,Bank of Abyssinia,Google Play,NEUTRAL,0.0,working,Other
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,Bank of Abyssinia,Google Play,NEUTRAL,0.05,poorest mobile banking survice ever error report frequently,Login & Access
😞😞😞😞,1,2024-07-16,Bank of Abyssinia,Google Play,NEUTRAL,0.0,,Other
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen Bank,Google Play,POSITIVE,0.3333333333333333,like mobile banking app much overall user interface navigation awesome lack instant response someone deposit withdraw money,UI/UX
love,3,2025-06-06,Dashen Bank,Google Play,POSITIVE,0.5,love,Other
መቸሸጠ,5,2025-06-03,Dashen Bank,Google Play,NEUTRAL,0.0,መቸሸጠ,Other
gadaa,5,2025-06-01,Dashen Bank,Google Play,NEUTRAL,0.0,gadaa,Other
Massive upgrade from the Amole app.,5,2025-05-31,Dashen Bank,Google Play,NEUTRAL,0.0,massive upgrade amole app,UI/UX
very good for this app,5,2025-05-31,Dashen Bank,Google Play,POSITIVE,0.91,good app,UI/UX
top,5,2025-05-31,Dashen Bank,Google Play,POSITIVE,0.5,top,Other
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen Bank,Google Play,POSITIVE,0.3181818181818182,app better amole biometric new update work,UI/UX
wow to it saff and this app,5,2025-05-30,Dashen Bank,Google Play,NEUTRAL,0.1,wow saff app,UI/UX
it too slow,3,2025-05-29,Dashen Bank,Google Play,NEGATIVE,-0.3,slow,UI/UX
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen Bank,Google Play,NEUTRAL,0.0,ዳሽን ባንክ ይለያል,Other
real life changer,5,2025-05-28,Dashen Bank,Google Play,POSITIVE,0.2,real life changer,Other
👍👍👍,5,2025-05-28,Dashen Bank,Google Play,NEUTRAL,0.0,,Other
nice application,5,2025-05-27,Dashen Bank,Google Play,POSITIVE,0.6,nice application,Other
useless app ever loading take long,1,2025-05-27,Dashen Bank,Google Play,NEGATIVE,-0.275,useless app ever loading take long,UI/UX
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen Bank,Google Play,POSITIVE,0.2974358974358975,game changer app dashen bank super app fast secure easy use payment make sending money super quick qr code payment perfect cashless shopping also love biometric login easy airtime bill payment everything need one place dashen bank really raised bar digital banking ethiopia highly recommended,UI/UX
very useful App,1,2025-05-26,Dashen Bank,Google Play,POSITIVE,0.39,useful app,UI/UX
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen Bank,Google Play,NEUTRAL,-0.003125,simple robust feature yes please endless loading screen killed use day fix glitch yeet higher rating,Features
Wawww,5,2025-05-24,Dashen Bank,Google Play,NEUTRAL,0.0,wawww,Other
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen Bank,Google Play,POSITIVE,0.7,good time say duplicate transaction,Transactions
very Nice,5,2025-05-23,Dashen Bank,Google Play,POSITIVE,0.78,nice,Other
its best,5,2025-05-23,Dashen Bank,Google Play,POSITIVE,1.0,best,Other
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen Bank,Google Play,POSITIVE,0.2875,good mobile bank app,UI/UX
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen Bank,Google Play,POSITIVE,0.4166666666666667,best best arrived empowering financial freedom experience seamless banking fingertip dashen bank empowering financial freedom anytime anywhere innovation meet convenience dashen bank mobile banking innovation meet convenience secure reliable bank confidence,Other
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen Bank,Google Play,NEUTRAL,0.0,nothing changed updated version collecting comment feed back improved version superapp mot functioning today,Other
The best app ever in finance sector,5,2025-05-18,Dashen Bank,Google Play,POSITIVE,1.0,best app ever finance sector,UI/UX
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen Bank,Google Play,POSITIVE,0.3583333333333333,good app compitators confuse transfer need otp pin user inter pin instead otp know litrecy level society device based dont know need otp please try fix,UI/UX
dashen bank or dashen super app?,1,2025-05-17,Dashen Bank,Google Play,POSITIVE,0.3333333333333333,dashen bank dashen super app,UI/UX
wowwwe app,5,2025-05-17,Dashen Bank,Google Play,NEUTRAL,0.0,wowwwe app,UI/UX
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen Bank,Google Play,NEGATIVE,-0.3625,transferring bank account hastle inconvenient used seeing please try,Login & Access
always lagging,1,2025-05-16,Dashen Bank,Google Play,NEUTRAL,0.0,always lagging,Other
Amazing Application...,5,2025-05-16,Dashen Bank,Google Play,POSITIVE,0.6000000000000001,amazing application,Other
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen Bank,Google Play,POSITIVE,0.91,dashen bank app good sometimes working well,UI/UX
its my choice,5,2025-05-15,Dashen Bank,Google Play,NEUTRAL,0.0,choice,Other
wow apo,5,2025-05-15,Dashen Bank,Google Play,NEUTRAL,0.1,wow apo,Other
awesome app keep going,5,2025-05-14,Dashen Bank,Google Play,POSITIVE,1.0,awesome app keep going,UI/UX
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen Bank,Google Play,NEUTRAL,0.1,grows ethiopian digital banking step fetures one simple fast convince,Other
Game changer,5,2025-05-13,Dashen Bank,Google Play,NEGATIVE,-0.4,game changer,Other
Totally amazing,5,2025-05-13,Dashen Bank,Google Play,POSITIVE,0.6000000000000001,totally amazing,Other
super 😎,5,2025-05-13,Dashen Bank,Google Play,POSITIVE,0.3333333333333333,super,Other
what a helpful app!!!!,5,2025-05-13,Dashen Bank,Google Play,NEUTRAL,0.0,helpful app,UI/UX
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen Bank,Google Play,POSITIVE,0.8,honest best banking lifestyle app ethiopia,UI/UX
fast,5,2025-05-12,Dashen Bank,Google Play,POSITIVE,0.2,fast,Other
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen Bank,Google Play,NEUTRAL,0.05,must seamless one digital platform db superapp keep living motto always one step ahead,Other
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen Bank,Google Play,POSITIVE,0.4666666666666666,app make digital banking effortless convenient interface secure transaction excellent feature managing finance efficiently,UI/UX
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen Bank,Google Play,POSITIVE,0.6133333333333333,amazing app super easy use best design loved,UI/UX
its the best ever,5,2025-05-09,Dashen Bank,Google Play,POSITIVE,1.0,best ever,Other
excellent game changer App,5,2025-05-08,Dashen Bank,Google Play,POSITIVE,0.3,excellent game changer app,UI/UX
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen Bank,Google Play,POSITIVE,0.4375,highly excited using application favorable well preferrable mobile app,UI/UX
it seems me logging out within minutes,1,2025-05-03,Dashen Bank,Google Play,NEUTRAL,0.0,seems logging within minute,Other
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen Bank,Google Play,POSITIVE,0.3,nice app especially gui got error send within dashen bank receipter get sm notification,UI/UX
yes i want dashen super open,5,2025-05-02,Dashen Bank,Google Play,POSITIVE,0.1666666666666666,yes want dashen super open,Login & Access
Best App,5,2025-05-02,Dashen Bank,Google Play,POSITIVE,1.0,best app,UI/UX
faster than this version,5,2025-05-01,Dashen Bank,Google Play,NEUTRAL,0.0,faster version,Other
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen Bank,Google Play,POSITIVE,1.0,best ui mobile banking app prop design team,UI/UX
bad.,1,2025-04-30,Dashen Bank,Google Play,NEGATIVE,-0.6999999999999998,bad,Other
Dashen bank always one step ahead,5,2025-04-30,Dashen Bank,Google Play,NEUTRAL,0.0,dashen bank always one step ahead,Other
dashen super app is secure band very easy,5,2025-04-29,Dashen Bank,Google Play,POSITIVE,0.4322222222222223,dashen super app secure band easy,UI/UX
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen Bank,Google Play,POSITIVE,0.40625,fast secured mobile banking app like app,UI/UX
best app I have ever seen,5,2025-04-29,Dashen Bank,Google Play,POSITIVE,1.0,best app ever seen,UI/UX
best of best,5,2025-04-29,Dashen Bank,Google Play,POSITIVE,1.0,best best,Other
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen Bank,Google Play,NEGATIVE,-0.15,slow try see recent transaction stucked,UI/UX
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen Bank,Google Play,POSITIVE,1.0,wowslnwoooo wowwww amazing,Other
wow appl,5,2025-04-28,Dashen Bank,Google Play,NEUTRAL,0.1,wow appl,Other
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen Bank,Google Play,NEUTRAL,0.0,change pin number use finger print dummy,Other
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen Bank,Google Play,POSITIVE,0.1508333333333333,slow lack many feature super app high rating given employee customer,UI/UX
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen Bank,Google Play,POSITIVE,0.4,smooth secure experience transfer bill payment tracking expense effortless intuitive design make banking go,UI/UX
Very easy and Fast.,5,2025-04-24,Dashen Bank,Google Play,POSITIVE,0.3816666666666667,easy fast,Other
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen Bank,Google Play,POSITIVE,0.3,incomparably fast app mobile banking,UI/UX
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen Bank,Google Play,NEGATIVE,-0.1066666666666666,nothing super app repeatedly failed transaction waste customer valuable time system upgrade time less traffic demand technical difficulty reflected customer,UI/UX
execellent,5,2025-04-24,Dashen Bank,Google Play,NEUTRAL,0.0,execellent,Other
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen Bank,Google Play,POSITIVE,0.2783333333333333,super app total reliable packed everything need one place seamless super convenient love,UI/UX
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen Bank,Google Play,NEGATIVE,-0.3125,one digital banking game changer,Other
it is incredible product.,5,2025-04-23,Dashen Bank,Google Play,POSITIVE,0.9,incredible product,Other
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen Bank,Google Play,POSITIVE,0.4499999999999999,really impressed app run smoothly feature need make task much easier save lot time highly recommended,UI/UX
"It's an amazing app, experience it!!",5,2025-04-23,Dashen Bank,Google Play,POSITIVE,0.9375,amazing app experience,UI/UX
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen Bank,Google Play,POSITIVE,1.0,best banking app ever recommend everyone use,UI/UX
It is the best application!!!,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,1.0,best application,Other
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.3331952335858585,exceptional digital experience supperapp bring new paradigm shift banking business bravo dashen keep,Other
its features are so dynamic,5,2025-04-22,Dashen Bank,Google Play,NEUTRAL,0.0,feature dynamic,Features
fast &Friendly user Application.,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.2875,fast friendly user application,Other
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.2875,fast reliable user friendly keep,Other
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.3416666666666666,dashen super app easy use secure fast,UI/UX
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.5,love app esp click make easier convinient,UI/UX
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.3611111111111111,dashen super app contains extended selection customer easily accessible also friendly use,UI/UX
Great for everyday banking and payments on the go,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.3,great everyday banking payment go,Transactions
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.4952380952380952,dashen super app impressive focus simplicity speed quality user interface clean easy understand transaction process quickly overall quality app dashen bank customer ዳሸን ባንክ አንድ እርምጃ,UI/UX
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.3681818181818182,making transaction never easier new update amazing,UI/UX
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.2111111111111111,app various usefull function make easy payment system also connect seller reasonable price,UI/UX
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.3916666666666666,app great user interface comprehensive payment platform also includes unique feature chat banking budget,UI/UX
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen Bank,Google Play,NEUTRAL,0.0,betam mirt ena betam le atikakem kelel yale ena michu application nw,Other
Convenient!,5,2025-04-22,Dashen Bank,Google Play,NEUTRAL,0.0,convenient,Other
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.6000000000000001,amazing application meet need customer,Customer Support
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.5416666666666667,effecting payment via app created convenience recipient easily confirming payment received,UI/UX
the best Supper App ever,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,1.0,best supper app ever,UI/UX
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.5,best app ever planned include digital lending gasification,UI/UX
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.2466666666666666,powerful local solution rival global app love easy explore service product,UI/UX
Dashen bank is my number one choice,5,2025-04-22,Dashen Bank,Google Play,NEUTRAL,0.0,dashen bank number one choice,Other
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen Bank,Google Play,POSITIVE,0.5444444444444444,assefa genetu dashen superup latest inclussive happy super,Other
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen Bank,Google Play,POSITIVE,0.3118055555555555,app incredibly brings multiple service one place fast intuitive make daily task super convenient true solution,UI/UX
