review,rating,date,bank,source,sentiment_label,sentiment_score
Super smart app.,5,2025-02-18,Dashen Bank,Google Play,POSITIVE,0.2738095238095238
best 👍👍,5,2025-02-16,Dashen Bank,Google Play,POSITIVE,1.0
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen Bank,Google Play,NEUTRAL,0.0
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen Bank,Google Play,NEUTRAL,-0.0625
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen Bank,Google Play,POSITIVE,0.43433333333333335
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen Bank,Google Play,POSITIVE,0.48750000000000004
it's amazing app i have seen ever,5,2025-02-13,Dashen Bank,Google Play,POSITIVE,0.6000000000000001
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen Bank,Google Play,POSITIVE,0.5
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen Bank,Google Play,NEUTRAL,0.0
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen Bank,Google Play,NEUTRAL,0.0
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen Bank,Google Play,POSITIVE,0.7
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen Bank,Google Play,POSITIVE,0.23214285714285715
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen Bank,Google Play,POSITIVE,0.2111111111111111
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen Bank,Google Play,NEUTRAL,0.0
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen Bank,Google Play,NEUTRAL,0.0
It doesn't work,1,2025-02-07,Dashen Bank,Google Play,NEUTRAL,0.0
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen Bank,Google Play,POSITIVE,0.3875
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen Bank,Google Play,POSITIVE,0.27575757575757576
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen Bank,Google Play,POSITIVE,0.13636363636363635
"Good app, bad security",3,2025-02-06,Dashen Bank,Google Play,NEUTRAL,5.551115123125783e-17
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen Bank,Google Play,NEUTRAL,0.0
Wonderful Application 😍,5,2025-02-05,Dashen Bank,Google Play,POSITIVE,1.0
I loved it,5,2025-02-05,Dashen Bank,Google Play,POSITIVE,0.7
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen Bank,Google Play,NEUTRAL,0.0
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen Bank,Google Play,POSITIVE,1.0
Not good this app,1,2025-02-04,Dashen Bank,Google Play,NEGATIVE,-0.35
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen Bank,Google Play,POSITIVE,1.0
"It does not work functional ,",1,2025-02-02,Dashen Bank,Google Play,NEUTRAL,0.0
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen Bank,Google Play,POSITIVE,0.7
Gret experience,5,2025-02-01,Dashen Bank,Google Play,NEUTRAL,0.0
All good we need more,3,2025-01-31,Dashen Bank,Google Play,POSITIVE,0.6
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen Bank,Google Play,POSITIVE,0.3222222222222222
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen Bank,Google Play,POSITIVE,0.6000000000000001
Dashen bank super app for easy life.,5,2025-01-30,Dashen Bank,Google Play,POSITIVE,0.3833333333333333
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen Bank,Google Play,POSITIVE,1.0
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen Bank,Google Play,NEUTRAL,0.0
Just Wow,5,2025-01-29,Dashen Bank,Google Play,NEUTRAL,0.1
mobile banking to the next level,5,2025-01-28,Dashen Bank,Google Play,NEUTRAL,0.0
The first 3 star review is me,3,2025-01-25,Dashen Bank,Google Play,POSITIVE,0.25
Is not working,1,2025-01-25,Dashen Bank,Google Play,NEUTRAL,0.0
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen Bank,Google Play,POSITIVE,0.5041666666666668
V good ❗️,5,2025-01-24,Dashen Bank,Google Play,POSITIVE,0.7
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen Bank,Google Play,POSITIVE,0.3458333333333333
I only see white page,2,2025-01-23,Dashen Bank,Google Play,NEUTRAL,0.0
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen Bank,Google Play,POSITIVE,0.3183333333333333
Amizing Application 😍,5,2025-01-22,Dashen Bank,Google Play,NEUTRAL,0.0
Fastest and easy to use,5,2025-01-22,Dashen Bank,Google Play,POSITIVE,0.43333333333333335
ስም ብቻ 😏,2,2025-01-21,Dashen Bank,Google Play,NEUTRAL,0.0
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen Bank,Google Play,NEUTRAL,0.0
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen Bank,Google Play,POSITIVE,0.2291666666666667
Needs some improvement,5,2025-01-20,Dashen Bank,Google Play,NEUTRAL,0.0
Amazing super app,5,2025-01-19,Dashen Bank,Google Play,POSITIVE,0.4666666666666667
I hope it will be better than amole,5,2025-01-18,Dashen Bank,Google Play,POSITIVE,0.5
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen Bank,Google Play,POSITIVE,0.3333333333333333
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,Dashen Bank,Google Play,NEUTRAL,0.0
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,Dashen Bank,Google Play,POSITIVE,0.4305555555555556
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen Bank,Google Play,POSITIVE,1.0
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Dashen Bank,Google Play,NEUTRAL,0.0
Pro max,5,2025-01-17,Dashen Bank,Google Play,NEUTRAL,0.0
